City,Timestamp,Temperature,Humidity,Description
Lucknow,2023-12-24 00:00:00,287.93,48,clear sky
Lucknow,2023-12-24 03:00:00,290.75,44,clear sky
Lucknow,2023-12-24 06:00:00,296.92,31,clear sky
Lucknow,2023-12-24 09:00:00,298.92,27,clear sky
Lucknow,2023-12-24 12:00:00,294.36,36,clear sky
Lucknow,2023-12-24 15:00:00,292.01,41,clear sky
Lucknow,2023-12-24 18:00:00,290.62,45,clear sky
Lucknow,2023-12-24 21:00:00,289.39,50,clear sky
Lucknow,2023-12-25 00:00:00,288.26,54,clear sky
Lucknow,2023-12-25 03:00:00,290.77,48,clear sky
Lucknow,2023-12-25 06:00:00,296.91,30,clear sky
Lucknow,2023-12-25 09:00:00,299.2,25,clear sky
Lucknow,2023-12-25 12:00:00,294.19,34,clear sky
Lucknow,2023-12-25 15:00:00,291.59,39,clear sky
Lucknow,2023-12-25 18:00:00,290.27,41,clear sky
Lucknow,2023-12-25 21:00:00,289.07,44,clear sky
Lucknow,2023-12-26 00:00:00,287.9,48,clear sky
Lucknow,2023-12-26 03:00:00,290.58,43,clear sky
Lucknow,2023-12-26 06:00:00,296.96,29,clear sky
Lucknow,2023-12-26 09:00:00,298.96,24,clear sky
Lucknow,2023-12-26 12:00:00,294.24,32,clear sky
Kanpur,2023-12-21 15:00:00,287.76,30,overcast clouds
Kanpur,2023-12-21 18:00:00,287.3,31,overcast clouds
Kanpur,2023-12-21 21:00:00,286.47,32,overcast clouds
Kanpur,2023-12-22 00:00:00,285.66,33,overcast clouds
Kanpur,2023-12-22 03:00:00,287.73,33,overcast clouds
Kanpur,2023-12-22 06:00:00,292.76,25,overcast clouds
Kanpur,2023-12-22 09:00:00,295.03,22,overcast clouds
Kanpur,2023-12-22 12:00:00,291.12,30,overcast clouds
Kanpur,2023-12-22 15:00:00,289.62,33,overcast clouds
Kanpur,2023-12-22 18:00:00,288.72,34,overcast clouds
Kanpur,2023-12-22 21:00:00,287.83,37,overcast clouds
